Experiment_Type,Scale,Type,Error_Percentage,Trial,Hit_Count,Total_Points,Predicted_Area_km2,Hit_Rate_Percent,Area_Percent,PAI,TP,FP,TN,FN,Accuracy,Precision,Recall,F1_Score
Areal,Tract,Center,30,31,427,1397,7.9400,30.5655,4.4780,6.8257,2810,366,162366,622,0.9941,0.8848,0.8188,0.8505
Areal,Tract,Random,30,31,461,1397,8.6250,32.9993,4.8643,6.7840,3098,352,162380,334,0.9959,0.8980,0.9027,0.9003
Areal,Neighborhood,Center,30,31,350,1397,7.1700,25.0537,4.0437,6.1957,1703,1165,161567,1729,0.9826,0.5938,0.4962,0.5406
Areal,Neighborhood,Random,30,31,457,1397,8.9700,32.7130,5.0589,6.4664,3041,547,162185,391,0.9944,0.8475,0.8861,0.8664
Areal,Grid_100,Center,30,31,478,1397,8.5550,34.2162,4.8248,7.0917,3373,49,162683,59,0.9994,0.9857,0.9828,0.9842
Areal,Grid_100,Random,30,31,469,1397,8.6000,33.5719,4.8502,6.9218,3376,64,162668,56,0.9993,0.9814,0.9837,0.9825
Areal,Grid_300,Center,30,31,466,1397,8.6900,33.3572,4.9010,6.8063,3256,220,162512,176,0.9976,0.9367,0.9487,0.9427
Areal,Grid_300,Random,30,31,473,1397,8.7125,33.8583,4.9137,6.8907,3257,228,162504,175,0.9976,0.9346,0.9490,0.9417
Areal,Grid_500,Center,30,31,488,1397,9.1175,34.9320,5.1421,6.7934,3246,401,162331,186,0.9965,0.8900,0.9458,0.9171
Areal,Grid_500,Random,30,31,490,1397,9.3725,35.0752,5.2859,6.6356,3246,503,162229,186,0.9959,0.8658,0.9458,0.9041
N/A,N/A,Deletion,30,32,496,1397,8.4525,35.5047,4.7670,7.4480,3117,264,162468,315,0.9965,0.9219,0.9082,0.9150
Linear,Street,Center,30,32,442,1397,8.3975,31.6392,4.7360,6.6806,2813,546,162186,619,0.9930,0.8375,0.8196,0.8284
Linear,Street,Random,30,32,499,1397,9.5075,35.7194,5.3620,6.6616,3212,591,162141,220,0.9951,0.8446,0.9359,0.8879
Areal,Tract,Center,30,32,424,1397,7.8675,30.3508,4.4371,6.8402,2749,398,162334,683,0.9935,0.8735,0.8010,0.8357
Areal,Tract,Random,30,32,452,1397,8.6300,32.3550,4.8671,6.6477,3035,417,162315,397,0.9951,0.8792,0.8843,0.8818
Areal,Neighborhood,Center,30,32,335,1397,7.2150,23.9800,4.0691,5.8932,1671,1215,161517,1761,0.9821,0.5790,0.4869,0.5290
Areal,Neighborhood,Random,30,32,466,1397,9.0775,33.3572,5.1195,6.5157,3059,572,162160,373,0.9943,0.8425,0.8913,0.8662
Areal,Grid_100,Center,30,32,472,1397,8.5875,33.7867,4.8432,6.9762,3374,61,162671,58,0.9993,0.9822,0.9831,0.9827
Areal,Grid_100,Random,30,32,469,1397,8.5900,33.5719,4.8446,6.9298,3369,67,162665,63,0.9992,0.9805,0.9816,0.9811
Areal,Grid_300,Center,30,32,472,1397,8.7600,33.7867,4.9404,6.8388,3266,238,162494,166,0.9976,0.9321,0.9516,0.9418
Areal,Grid_300,Random,30,32,473,1397,8.7025,33.8583,4.9080,6.8986,3220,261,162471,212,0.9972,0.9250,0.9382,0.9316
Areal,Grid_500,Center,30,32,491,1397,9.1850,35.1467,5.1801,6.7849,3213,461,162271,219,0.9959,0.8745,0.9362,0.9043
Areal,Grid_500,Random,30,32,481,1397,9.2375,34.4309,5.2097,6.6090,3224,471,162261,208,0.9959,0.8725,0.9394,0.9047
N/A,N/A,Deletion,30,33,463,1397,8.3600,33.1424,4.7149,7.0294,3083,261,162471,349,0.9963,0.9219,0.8983,0.9100
Linear,Street,Center,30,33,440,1397,8.2500,31.4961,4.6528,6.7693,2770,530,162202,662,0.9928,0.8394,0.8071,0.8229
Linear,Street,Random,30,33,471,1397,8.7025,33.7151,4.9080,6.8694,3110,371,162361,322,0.9958,0.8934,0.9062,0.8998
Areal,Tract,Center,30,33,440,1397,7.9500,31.4961,4.4836,7.0247,2809,371,162361,623,0.9940,0.8833,0.8185,0.8497
Areal,Tract,Random,30,33,460,1397,8.4975,32.9277,4.7924,6.8708,3065,334,162398,367,0.9958,0.9017,0.8931,0.8974
Areal,Neighborhood,Center,30,33,349,1397,7.2525,24.9821,4.0902,6.1077,1699,1202,161530,1733,0.9823,0.5857,0.4950,0.5366
Areal,Neighborhood,Random,30,33,468,1397,8.7075,33.5004,4.9108,6.8217,3071,412,162320,361,0.9953,0.8817,0.8948,0.8882
Areal,Grid_100,Center,30,33,477,1397,8.5750,34.1446,4.8361,7.0603,3372,58,162674,60,0.9993,0.9831,0.9825,0.9828
Areal,Grid_100,Random,30,33,476,1397,8.5925,34.0730,4.8460,7.0312,3371,66,162666,61,0.9992,0.9808,0.9822,0.9815
Areal,Grid_300,Center,30,33,469,1397,8.7550,33.5719,4.9376,6.7992,3271,231,162501,161,0.9976,0.9340,0.9531,0.9435
Areal,Grid_300,Random,30,33,472,1397,8.7400,33.7867,4.9292,6.8544,3249,247,162485,183,0.9974,0.9293,0.9467,0.9379
Areal,Grid_500,Center,30,33,476,1397,9.0625,34.0730,5.1110,6.6665,3224,401,162331,208,0.9963,0.8894,0.9394,0.9137
Areal,Grid_500,Random,30,33,470,1397,9.1175,33.6435,5.1421,6.5428,3208,439,162293,224,0.9960,0.8796,0.9347,0.9063
N/A,N/A,Deletion,30,34,495,1397,8.7675,35.4331,4.9447,7.1659,3247,260,162472,185,0.9973,0.9259,0.9461,0.9359
Linear,Street,Center,30,34,441,1397,8.5450,31.5676,4.8192,6.5504,2773,645,162087,659,0.9922,0.8113,0.8080,0.8096
Linear,Street,Random,30,34,501,1397,9.1750,35.8626,5.1745,6.9306,3233,437,162295,199,0.9962,0.8809,0.9420,0.9104
Areal,Tract,Center,30,34,449,1397,8.4500,32.1403,4.7656,6.7442,2905,475,162257,527,0.9940,0.8595,0.8464,0.8529
Areal,Tract,Random,30,34,463,1397,8.7675,33.1424,4.9447,6.7027,3128,379,162353,304,0.9959,0.8919,0.9114,0.9016
Areal,Neighborhood,Center,30,34,347,1397,7.2300,24.8389,4.0776,6.0916,1676,1216,161516,1756,0.9821,0.5795,0.4883,0.5300
Areal,Neighborhood,Random,30,34,481,1397,9.1550,34.4309,5.1632,6.6685,3158,504,162228,274,0.9953,0.8624,0.9202,0.8903
Areal,Grid_100,Center,30,34,478,1397,8.5775,34.2162,4.8375,7.0731,3385,46,162686,47,0.9994,0.9866,0.9863,0.9864
Areal,Grid_100,Random,30,34,471,1397,8.6050,33.7151,4.8530,6.9472,3378,64,162668,54,0.9993,0.9814,0.9843,0.9828
Areal,Grid_300,Center,30,34,472,1397,8.7175,33.7867,4.9165,6.8721,3295,192,162540,137,0.9980,0.9449,0.9601,0.9524
Areal,Grid_300,Random,30,34,480,1397,8.8425,34.3593,4.9870,6.8898,3304,233,162499,128,0.9978,0.9341,0.9627,0.9482
Areal,Grid_500,Center,30,34,484,1397,9.1075,34.6457,5.1364,6.7451,3232,411,162321,200,0.9963,0.8872,0.9417,0.9136
Areal,Grid_500,Random,30,34,481,1397,9.2775,34.4309,5.2323,6.5805,3259,452,162280,173,0.9962,0.8782,0.9496,0.9125
N/A,N/A,Deletion,30,35,469,1397,8.2125,33.5719,4.6317,7.2484,3110,175,162557,322,0.9970,0.9467,0.9062,0.9260
Linear,Street,Center,30,35,437,1397,8.2625,31.2813,4.6599,6.7129,2748,557,162175,684,0.9925,0.8315,0.8007,0.8158
Linear,Street,Random,30,35,484,1397,8.8650,34.6457,4.9997,6.9296,3138,408,162324,294,0.9958,0.8849,0.9143,0.8994
Areal,Tract,Center,30,35,435,1397,8.1025,31.1382,4.5696,6.8142,2853,388,162344,579,0.9942,0.8803,0.8313,0.8551
Areal,Tract,Random,30,35,454,1397,8.8225,32.4982,4.9757,6.5314,3084,445,162287,348,0.9952,0.8739,0.8986,0.8861
Areal,Neighborhood,Center,30,35,362,1397,7.5225,25.9127,4.2425,6.1078,1751,1258,161474,1681,0.9823,0.5819,0.5102,0.5437
Areal,Neighborhood,Random,30,35,461,1397,8.5300,32.9993,4.8107,6.8595,2971,441,162291,461,0.9946,0.8708,0.8657,0.8682
Areal,Grid_100,Center,30,35,467,1397,8.5850,33.4288,4.8417,6.9043,3382,52,162680,50,0.9994,0.9849,0.9854,0.9851
Areal,Grid_100,Random,30,35,464,1397,8.6375,33.2140,4.8714,6.8182,3389,66,162666,43,0.9993,0.9809,0.9875,0.9842
Areal,Grid_300,Center,30,35,475,1397,8.8150,34.0014,4.9715,6.8393,3285,241,162491,147,0.9977,0.9317,0.9572,0.9442
Areal,Grid_300,Random,30,35,466,1397,8.9375,33.3572,5.0405,6.6178,3271,304,162428,161,0.9972,0.9150,0.9531,0.9336
Areal,Grid_500,Center,30,35,485,1397,9.1400,34.7173,5.1548,6.7350,3232,424,162308,200,0.9962,0.8840,0.9417,0.9120
Areal,Grid_500,Random,30,35,474,1397,9.0800,33.9298,5.1209,6.6257,3255,377,162355,177,0.9967,0.8962,0.9484,0.9216
N/A,N/A,Deletion,30,36,465,1397,8.4400,33.2856,4.7600,6.9928,3158,218,162514,274,0.9970,0.9354,0.9202,0.9277
Linear,Street,Center,30,36,436,1397,8.2375,31.2097,4.6458,6.7179,2722,573,162159,710,0.9923,0.8261,0.7931,0.8093
Linear,Street,Random,30,36,466,1397,8.7175,33.3572,4.9165,6.7848,3151,336,162396,281,0.9963,0.9036,0.9181,0.9108
Areal,Tract,Center,30,36,430,1397,8.2875,30.7802,4.6740,6.5855,2855,460,162272,577,0.9938,0.8612,0.8319,0.8463
Areal,Tract,Random,30,36,468,1397,8.7825,33.5004,4.9531,6.7635,3102,411,162321,330,0.9955,0.8830,0.9038,0.8933
Areal,Neighborhood,Center,30,36,345,1397,7.3875,24.6958,4.1664,5.9274,1745,1210,161522,1687,0.9826,0.5905,0.5084,0.5464
Areal,Neighborhood,Random,30,36,464,1397,9.2550,33.2140,5.2196,6.3633,3088,614,162118,344,0.9942,0.8341,0.8998,0.8657
Areal,Grid_100,Center,30,36,466,1397,8.5725,33.3572,4.8347,6.8995,3368,61,162671,64,0.9992,0.9822,0.9814,0.9818
Areal,Grid_100,Random,30,36,467,1397,8.6100,33.4288,4.8558,6.8842,3375,69,162663,57,0.9992,0.9800,0.9834,0.9817
Areal,Grid_300,Center,30,36,471,1397,8.6550,33.7151,4.8812,6.9071,3259,203,162529,173,0.9977,0.9414,0.9496,0.9455
Areal,Grid_300,Random,30,36,467,1397,8.6425,33.4288,4.8742,6.8583,3218,239,162493,214,0.9973,0.9309,0.9376,0.9342
Areal,Grid_500,Center,30,36,483,1397,9.2500,34.5741,5.2168,6.6275,3230,470,162262,202,0.9960,0.8730,0.9411,0.9058
Areal,Grid_500,Random,30,36,472,1397,9.2725,33.7867,5.2295,6.4608,3230,479,162253,202,0.9959,0.8709,0.9411,0.9046
N/A,N/A,Deletion,30,37,446,1397,8.2125,31.9256,4.6317,6.8929,3048,237,162495,384,0.9963,0.9279,0.8881,0.9075
Linear,Street,Center,30,37,460,1397,8.5075,32.9277,4.7980,6.8627,2867,536,162196,565,0.9934,0.8425,0.8354,0.8389
Linear,Street,Random,30,37,469,1397,8.7800,33.5719,4.9517,6.7799,3174,338,162394,258,0.9964,0.9038,0.9248,0.9142
Areal,Tract,Center,30,37,427,1397,8.1325,30.5655,4.5865,6.6642,2862,391,162341,570,0.9942,0.8798,0.8339,0.8562
Areal,Tract,Random,30,37,457,1397,8.8325,32.7130,4.9813,6.5671,3123,410,162322,309,0.9957,0.8840,0.9100,0.8968
Areal,Neighborhood,Center,30,37,342,1397,7.5475,24.4810,4.2566,5.7513,1745,1274,161458,1687,0.9822,0.5780,0.5084,0.5410
Areal,Neighborhood,Random,30,37,451,1397,8.9850,32.2835,5.0673,6.3709,3048,546,162186,384,0.9944,0.8481,0.8881,0.8676
Areal,Grid_100,Center,30,37,479,1397,8.5750,34.2878,4.8361,7.0900,3373,57,162675,59,0.9993,0.9834,0.9828,0.9831
Areal,Grid_100,Random,30,37,470,1397,8.5525,33.6435,4.8234,6.9750,3350,71,162661,82,0.9991,0.9792,0.9761,0.9777
Areal,Grid_300,Center,30,37,466,1397,8.6900,33.3572,4.9010,6.8063,3263,213,162519,169,0.9977,0.9387,0.9508,0.9447
Areal,Grid_300,Random,30,37,480,1397,8.7950,34.3593,4.9602,6.9270,3260,258,162474,172,0.9974,0.9267,0.9499,0.9381
Areal,Grid_500,Center,30,37,493,1397,9.3225,35.2899,5.2577,6.7121,3248,481,162251,184,0.9960,0.8710,0.9464,0.9071
Areal,Grid_500,Random,30,37,476,1397,9.2425,34.0730,5.2126,6.5367,3214,483,162249,218,0.9958,0.8694,0.9365,0.9017
N/A,N/A,Deletion,30,38,487,1397,8.8850,34.8604,5.0109,6.9569,3240,314,162418,192,0.9970,0.9116,0.9441,0.9276
Linear,Street,Center,30,38,451,1397,8.4500,32.2835,4.7656,6.7743,2829,551,162181,603,0.9931,0.8370,0.8243,0.8306
Linear,Street,Random,30,38,492,1397,9.1950,35.2183,5.1858,6.7913,3218,460,162272,214,0.9959,0.8749,0.9376,0.9052
Areal,Tract,Center,30,38,444,1397,8.2850,31.7824,4.6726,6.8019,2865,449,162283,567,0.9939,0.8645,0.8348,0.8494
Areal,Tract,Random,30,38,475,1397,9.0200,34.0014,5.0871,6.6839,3157,451,162281,275,0.9956,0.8750,0.9199,0.8969
Areal,Neighborhood,Center,30,38,349,1397,7.2500,24.9821,4.0888,6.1098,1661,1239,161493,1771,0.9819,0.5728,0.4840,0.5246
Areal,Neighborhood,Random,30,38,485,1397,9.5425,34.7173,5.3818,6.4509,3180,637,162095,252,0.9946,0.8331,0.9266,0.8774
Areal,Grid_100,Center,30,38,471,1397,8.5400,33.7151,4.8164,7.0001,3368,48,162684,64,0.9993,0.9859,0.9814,0.9836
Areal,Grid_100,Random,30,38,470,1397,8.5600,33.6435,4.8276,6.9689,3351,73,162659,81,0.9991,0.9787,0.9764,0.9775
Areal,Grid_300,Center,30,38,474,1397,8.7250,33.9298,4.9207,6.8953,3301,189,162543,131,0.9981,0.9458,0.9618,0.9538
Areal,Grid_300,Random,30,38,468,1397,8.7775,33.5004,4.9503,6.7673,3324,187,162545,108,0.9982,0.9467,0.9685,0.9575
Areal,Grid_500,Center,30,38,483,1397,9.1175,34.5741,5.1421,6.7238,3254,393,162339,178,0.9966,0.8922,0.9481,0.9193
Areal,Grid_500,Random,30,38,469,1397,9.2000,33.5719,5.1886,6.4703,3235,445,162287,197,0.9961,0.8791,0.9426,0.9097
N/A,N/A,Deletion,30,39,476,1397,8.5650,34.0730,4.8305,7.0538,3196,230,162502,236,0.9972,0.9329,0.9312,0.9321
Linear,Street,Center,30,39,452,1397,8.5550,32.3550,4.8248,6.7059,2794,628,162104,638,0.9924,0.8165,0.8141,0.8153
Linear,Street,Random,30,39,469,1397,8.7600,33.5719,4.9404,6.7953,3164,340,162392,268,0.9963,0.9030,0.9219,0.9123
Areal,Tract,Center,30,39,443,1397,8.1625,31.7108,4.6035,6.8885,2851,414,162318,581,0.9940,0.8732,0.8307,0.8514
Areal,Tract,Random,30,39,479,1397,8.7925,34.2878,4.9588,6.9146,3083,434,162298,349,0.9953,0.8766,0.8983,0.8873
Areal,Neighborhood,Center,30,39,340,1397,7.5600,24.3379,4.2637,5.7082,1722,1302,161430,1710,0.9819,0.5694,0.5017,0.5335
Areal,Neighborhood,Random,30,39,469,1397,9.0450,33.5719,5.1012,6.5812,3028,590,162142,404,0.9940,0.8369,0.8823,0.8590
Areal,Grid_100,Center,30,39,467,1397,8.5950,33.4288,4.8474,6.8962,3379,59,162673,53,0.9993,0.9828,0.9846,0.9837
Areal,Grid_100,Random,30,39,467,1397,8.5875,33.4288,4.8432,6.9023,3371,64,162668,61,0.9992,0.9814,0.9822,0.9818
Areal,Grid_300,Center,30,39,472,1397,8.7925,33.7867,4.9588,6.8135,3291,226,162506,141,0.9978,0.9357,0.9589,0.9472
Areal,Grid_300,Random,30,39,475,1397,8.8050,34.0014,4.9658,6.8471,3273,249,162483,159,0.9975,0.9293,0.9537,0.9413
Areal,Grid_500,Center,30,39,486,1397,9.1500,34.7888,5.1604,6.7415,3232,428,162304,200,0.9962,0.8831,0.9417,0.9114
Areal,Grid_500,Random,30,39,486,1397,9.4825,34.7888,5.3479,6.5051,3267,526,162206,165,0.9958,0.8613,0.9519,0.9044
N/A,N/A,Deletion,30,40,483,1397,8.7150,34.5741,4.9151,7.0343,3179,307,162425,253,0.9966,0.9119,0.9263,0.9191
Linear,Street,Center,30,40,444,1397,8.3100,31.7824,4.6867,6.7815,2767,557,162175,665,0.9926,0.8324,0.8062,0.8191
Linear,Street,Random,30,40,511,1397,9.3750,36.5784,5.2873,6.9182,3192,558,162174,240,0.9952,0.8512,0.9301,0.8889
Areal,Tract,Center,30,40,436,1397,8.1225,31.2097,4.5809,6.8130,2828,421,162311,604,0.9938,0.8704,0.8240,0.8466
Areal,Tract,Random,30,40,449,1397,8.8300,32.1403,4.9799,6.4540,3115,417,162315,317,0.9956,0.8819,0.9076,0.8946
Areal,Neighborhood,Center,30,40,334,1397,7.1175,23.9084,4.0141,5.9561,1628,1219,161513,1804,0.9818,0.5718,0.4744,0.5186
Areal,Neighborhood,Random,30,40,460,1397,8.9050,32.9277,5.0222,6.5564,3070,492,162240,362,0.9949,0.8619,0.8945,0.8779
Areal,Grid_100,Center,30,40,474,1397,8.5925,33.9298,4.8460,7.0017,3380,57,162675,52,0.9993,0.9834,0.9848,0.9841
Areal,Grid_100,Random,30,40,469,1397,8.5675,33.5719,4.8319,6.9480,3370,57,162675,62,0.9993,0.9834,0.9819,0.9827
Areal,Grid_300,Center,30,40,468,1397,8.7300,33.5004,4.9235,6.8041,3274,218,162514,158,0.9977,0.9376,0.9540,0.9457
Areal,Grid_300,Random,30,40,472,1397,8.8625,33.7867,4.9983,6.7597,3299,246,162486,133,0.9977,0.9306,0.9612,0.9457
Areal,Grid_500,Center,30,40,489,1397,9.2100,35.0036,5.1942,6.7389,3258,426,162306,174,0.9964,0.8844,0.9493,0.9157
Areal,Grid_500,Random,30,40,483,1397,9.2975,34.5741,5.2436,6.5936,3256,463,162269,176,0.9962,0.8755,0.9487,0.9106
N/A,N/A,Deletion,30,41,467,1397,8.5725,33.4288,4.8347,6.9143,3203,226,162506,229,0.9973,0.9341,0.9333,0.9337
Linear,Street,Center,30,41,450,1397,8.5925,32.2119,4.8460,6.6471,2808,629,162103,624,0.9925,0.8170,0.8182,0.8176
Linear,Street,Random,30,41,489,1397,9.0675,35.0036,5.1139,6.8448,3209,418,162314,223,0.9961,0.8848,0.9350,0.9092
Areal,Tract,Center,30,41,443,1397,8.0875,31.7108,4.5612,6.9523,2801,434,162298,631,0.9936,0.8658,0.8161,0.8403
Areal,Tract,Random,30,41,471,1397,8.8050,33.7151,4.9658,6.7894,3061,461,162271,371,0.9950,0.8691,0.8919,0.8804
Areal,Neighborhood,Center,30,41,331,1397,6.9075,23.6936,3.8957,6.0820,1618,1145,161587,1814,0.9822,0.5856,0.4714,0.5224
Areal,Neighborhood,Random,30,41,460,1397,9.0275,32.9277,5.0913,6.4674,2977,634,162098,455,0.9934,0.8244,0.8674,0.8454
Areal,Grid_100,Center,30,41,465,1397,8.5475,33.2856,4.8206,6.9049,3369,50,162682,63,0.9993,0.9854,0.9816,0.9835
Areal,Grid_100,Random,30,41,466,1397,8.5925,33.3572,4.8460,6.8835,3368,69,162663,64,0.9992,0.9799,0.9814,0.9806
Areal,Grid_300,Center,30,41,470,1397,8.6400,33.6435,4.8728,6.9044,3264,192,162540,168,0.9978,0.9444,0.9510,0.9477
Areal,Grid_300,Random,30,41,469,1397,8.7625,33.5719,4.9419,6.7934,3293,212,162520,139,0.9979,0.9395,0.9595,0.9494
Areal,Grid_500,Center,30,41,483,1397,9.0950,34.5741,5.1294,6.7404,3241,397,162335,191,0.9965,0.8909,0.9443,0.9168
Areal,Grid_500,Random,30,41,490,1397,9.2175,35.0752,5.1985,6.7472,3237,450,162282,195,0.9961,0.8779,0.9432,0.9094
N/A,N/A,Deletion,30,42,475,1397,8.3975,34.0014,4.7360,7.1794,3130,229,162503,302,0.9968,0.9318,0.9120,0.9218
Linear,Street,Center,30,42,450,1397,8.4975,32.2119,4.7924,6.7215,2804,595,162137,628,0.9926,0.8249,0.8170,0.8210
Linear,Street,Random,30,42,483,1397,8.9800,34.5741,5.0645,6.8267,3256,336,162396,176,0.9969,0.9065,0.9487,0.9271
Areal,Tract,Center,30,42,441,1397,8.1475,31.5676,4.5950,6.8700,2843,416,162316,589,0.9940,0.8724,0.8284,0.8498
Areal,Tract,Random,30,42,463,1397,8.7275,33.1424,4.9221,6.7334,3130,361,162371,302,0.9960,0.8966,0.9120,0.9042
Areal,Neighborhood,Center,30,42,336,1397,7.0500,24.0515,3.9760,6.0491,1624,1196,161536,1808,0.9819,0.5759,0.4732,0.5195
Areal,Neighborhood,Random,30,42,453,1397,8.6475,32.4266,4.8770,6.6489,3040,419,162313,392,0.9951,0.8789,0.8858,0.8823
Areal,Grid_100,Center,30,42,465,1397,8.5450,33.2856,4.8192,6.9069,3379,39,162693,53,0.9994,0.9886,0.9846,0.9866
Areal,Grid_100,Random,30,42,465,1397,8.5850,33.2856,4.8417,6.8747,3381,53,162679,51,0.9994,0.9846,0.9851,0.9849
Areal,Grid_300,Center,30,42,473,1397,8.7350,33.8583,4.9263,6.8729,3288,206,162526,144,0.9979,0.9410,0.9580,0.9495
Areal,Grid_300,Random,30,42,477,1397,8.8525,34.1446,4.9926,6.8390,3293,248,162484,139,0.9977,0.9300,0.9595,0.9445
Areal,Grid_500,Center,30,42,491,1397,9.2800,35.1467,5.2337,6.7155,3235,477,162255,197,0.9959,0.8715,0.9426,0.9057
Areal,Grid_500,Random,30,42,497,1397,9.4100,35.5762,5.3070,6.7036,3277,487,162245,155,0.9961,0.8706,0.9548,0.9108
N/A,N/A,Deletion,30,43,481,1397,8.6675,34.4309,4.8883,7.0436,3231,236,162496,201,0.9974,0.9319,0.9414,0.9367
Linear,Street,Center,30,43,442,1397,8.5150,31.6392,4.8023,6.5884,2714,692,162040,718,0.9915,0.7968,0.7908,0.7938
Linear,Street,Random,30,43,485,1397,9.0975,34.7173,5.1308,6.7665,3200,439,162293,232,0.9960,0.8794,0.9324,0.9051
Areal,Tract,Center,30,43,442,1397,8.2650,31.6392,4.6613,6.7877,2850,456,162276,582,0.9938,0.8621,0.8304,0.8459
Areal,Tract,Random,30,43,479,1397,8.9400,34.2878,5.0420,6.8005,3123,453,162279,309,0.9954,0.8733,0.9100,0.8913
Areal,Neighborhood,Center,30,43,340,1397,7.5200,24.3379,4.2411,5.7386,1686,1322,161410,1746,0.9815,0.5605,0.4913,0.5236
Areal,Neighborhood,Random,30,43,473,1397,9.2550,33.8583,5.2196,6.4867,3096,606,162126,336,0.9943,0.8363,0.9021,0.8680
Areal,Grid_100,Center,30,43,471,1397,8.5750,33.7151,4.8361,6.9715,3372,58,162674,60,0.9993,0.9831,0.9825,0.9828
Areal,Grid_100,Random,30,43,471,1397,8.5575,33.7151,4.8262,6.9858,3358,65,162667,74,0.9992,0.9810,0.9784,0.9797
Areal,Grid_300,Center,30,43,472,1397,8.8500,33.7867,4.9912,6.7693,3288,252,162480,144,0.9976,0.9288,0.9580,0.9432
Areal,Grid_300,Random,30,43,472,1397,8.9375,33.7867,5.0405,6.7030,3286,289,162443,146,0.9974,0.9192,0.9575,0.9379
Areal,Grid_500,Center,30,43,489,1397,9.1875,35.0036,5.1815,6.7554,3220,455,162277,212,0.9960,0.8762,0.9382,0.9061
Areal,Grid_500,Random,30,43,490,1397,9.4950,35.0752,5.3550,6.5500,3284,514,162218,148,0.9960,0.8647,0.9569,0.9084
N/A,N/A,Deletion,30,44,489,1397,8.6975,35.0036,4.9052,7.1360,3260,219,162513,172,0.9976,0.9371,0.9499,0.9434
Linear,Street,Center,30,44,448,1397,8.4600,32.0687,4.7712,6.7212,2776,608,162124,656,0.9924,0.8203,0.8089,0.8146
Linear,Street,Random,30,44,481,1397,9.1375,34.4309,5.1533,6.6813,3193,462,162270,239,0.9958,0.8736,0.9304,0.9011
Areal,Tract,Center,30,44,441,1397,8.2050,31.5676,4.6274,6.8218,2875,407,162325,557,0.9942,0.8760,0.8377,0.8564
Areal,Tract,Random,30,44,474,1397,8.9825,33.9298,5.0659,6.6977,3182,411,162321,250,0.9960,0.8856,0.9272,0.9059
Areal,Neighborhood,Center,30,44,343,1397,7.3025,24.5526,4.1184,5.9616,1637,1284,161448,1795,0.9815,0.5604,0.4770,0.5153
Areal,Neighborhood,Random,30,44,473,1397,9.3000,33.8583,5.2450,6.4554,3097,623,162109,335,0.9942,0.8325,0.9024,0.8661
Areal,Grid_100,Center,30,44,470,1397,8.5800,33.6435,4.8389,6.9527,3377,55,162677,55,0.9993,0.9840,0.9840,0.9840
Areal,Grid_100,Random,30,44,478,1397,8.6425,34.2162,4.8742,7.0199,3381,76,162656,51,0.9992,0.9780,0.9851,0.9816
Areal,Grid_300,Center,30,44,476,1397,8.6875,34.0730,4.8996,6.9543,3277,198,162534,155,0.9979,0.9430,0.9548,0.9489
Areal,Grid_300,Random,30,44,475,1397,8.8525,34.0014,4.9926,6.8104,3299,242,162490,133,0.9977,0.9317,0.9612,0.9462
Areal,Grid_500,Center,30,44,491,1397,9.2075,35.1467,5.1928,6.7683,3219,464,162268,213,0.9959,0.8740,0.9379,0.9048
Areal,Grid_500,Random,30,44,478,1397,9.3100,34.2162,5.2506,6.5166,3264,460,162272,168,0.9962,0.8765,0.9510,0.9122
N/A,N/A,Deletion,30,45,474,1397,8.6800,33.9298,4.8953,6.9311,3221,251,162481,211,0.9972,0.9277,0.9385,0.9331
Linear,Street,Center,30,45,448,1397,8.5350,32.0687,4.8135,6.6622,2802,612,162120,630,0.9925,0.8207,0.8164,0.8186
Linear,Street,Random,30,45,477,1397,9.1400,34.1446,5.1548,6.6239,3192,464,162268,240,0.9958,0.8731,0.9301,0.9007
Areal,Tract,Center,30,45,444,1397,8.1150,31.7824,4.5767,6.9444,2856,390,162342,576,0.9942,0.8799,0.8322,0.8553
Areal,Tract,Random,30,45,470,1397,8.8750,33.6435,5.0053,6.7216,3159,391,162341,273,0.9960,0.8899,0.9205,0.9049
Areal,Neighborhood,Center,30,45,362,1397,7.5425,25.9127,4.2538,6.0917,1740,1277,161455,1692,0.9821,0.5767,0.5070,0.5396
Areal,Neighborhood,Random,30,45,463,1397,9.0725,33.1424,5.1167,6.4773,3091,538,162194,341,0.9947,0.8517,0.9006,0.8755
Areal,Grid_100,Center,30,45,471,1397,8.5725,33.7151,4.8347,6.9736,3377,52,162680,55,0.9994,0.9848,0.9840,0.9844
Areal,Grid_100,Random,30,45,472,1397,8.5950,33.7867,4.8474,6.9701,3367,71,162661,65,0.9992,0.9793,0.9811,0.9802
Areal,Grid_300,Center,30,45,474,1397,8.6900,33.9298,4.9010,6.9231,3288,188,162544,144,0.9980,0.9459,0.9580,0.9519
Areal,Grid_300,Random,30,45,470,1397,8.8550,33.6435,4.9940,6.7368,3300,242,162490,132,0.9977,0.9317,0.9615,0.9464
Areal,Grid_500,Center,30,45,485,1397,9.0950,34.7173,5.1294,6.7683,3255,383,162349,177,0.9966,0.8947,0.9484,0.9208
Areal,Grid_500,Random,30,45,479,1397,9.2325,34.2878,5.2069,6.5850,3283,410,162322,149,0.9966,0.8890,0.9566,0.9215
N/A,N/A,Deletion,30,46,483,1397,8.8325,34.5741,4.9813,6.9407,3208,325,162407,224,0.9967,0.9080,0.9347,0.9212
Linear,Street,Center,30,46,435,1397,8.3100,31.1382,4.6867,6.6440,2666,658,162074,766,0.9914,0.8020,0.7768,0.7892
