Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,Scale2
Group_11,Tract,Random,10,11.7042,0.2602,0.9297,0.0077,Tract
Group_11,Tract,Random,15,11.655,0.3078,0.9052,0.0088,Tract
Group_11,Tract,Random,20,11.5137,0.3601,0.8812,0.0105,Tract
Group_11,Tract,Random,25,11.321,0.3999,0.8568,0.0111,Tract
Group_11,Tract,Random,30,11.1652,0.3695,0.8303,0.012,Tract
Group_11,Tract,Random,35,11.045,0.3941,0.8066,0.0119,Tract
Group_11,Tract,Random,40,10.8945,0.3849,0.7816,0.016,Tract
Group_11,Tract,Random,45,10.6744,0.4057,0.7547,0.0152,Tract
Group_11,Tract,Random,50,10.5399,0.42,0.7253,0.0164,Tract
Group_12,G_100,Centroid,5,10.8355,0.0322,0.9917,0.0012,Grid_100
Group_12,G_100,Centroid,10,10.8297,0.0549,0.9851,0.0019,Grid_100
Group_12,G_100,Centroid,15,10.8078,0.0533,0.9782,0.002,Grid_100
Group_12,G_100,Centroid,20,10.8093,0.0648,0.972,0.0022,Grid_100
Group_12,G_100,Centroid,25,10.8225,0.0827,0.9666,0.0021,Grid_100
Group_12,G_100,Centroid,30,10.8231,0.0974,0.9605,0.0026,Grid_100
Group_12,G_100,Centroid,35,10.8471,0.0913,0.9545,0.0029,Grid_100
Group_12,G_100,Centroid,40,10.8747,0.1152,0.949,0.0026,Grid_100
Group_12,G_100,Centroid,45,10.8681,0.124,0.9436,0.0029,Grid_100
Group_12,G_100,Centroid,50,10.9015,0.1194,0.9381,0.0027,Grid_100
Group_12,G_100,Deletion,5,10.8864,0.1676,0.9604,0.004,Grid_100
Group_12,G_100,Deletion,10,10.8113,0.2365,0.9419,0.0049,Grid_100
Group_12,G_100,Deletion,15,10.8237,0.2438,0.9277,0.0065,Grid_100
Group_12,G_100,Deletion,20,10.8896,0.3677,0.9128,0.007,Grid_100
Group_12,G_100,Deletion,25,10.87,0.3286,0.8969,0.0093,Grid_100
Group_12,G_100,Deletion,30,10.7592,0.4025,0.8817,0.0097,Grid_100
Group_12,G_100,Deletion,35,10.8021,0.3854,0.8696,0.0111,Grid_100
Group_12,G_100,Deletion,40,10.7047,0.4468,0.8518,0.0136,Grid_100
Group_12,G_100,Deletion,45,10.5651,0.4165,0.8327,0.013,Grid_100
Group_12,G_100,Deletion,50,10.5953,0.4143,0.8192,0.0169,Grid_100
Group_12,G_100,Random,5,10.8424,0.0638,0.9891,0.0019,Grid_100
Group_12,G_100,Random,10,10.8621,0.0931,0.9813,0.0025,Grid_100
Group_12,G_100,Random,15,10.8459,0.089,0.9742,0.0025,Grid_100
Group_12,G_100,Random,20,10.8199,0.117,0.9672,0.0027,Grid_100
Group_12,G_100,Random,25,10.838,0.1081,0.9614,0.0028,Grid_100
Group_12,G_100,Random,30,10.8667,0.1182,0.955,0.0032,Grid_100
Group_12,G_100,Random,35,10.8541,0.1398,0.9487,0.0035,Grid_100
Group_12,G_100,Random,40,10.831,0.16,0.9437,0.0032,Grid_100
Group_12,G_100,Random,45,10.807,0.1526,0.9375,0.0035,Grid_100
Group_12,G_100,Random,50,10.8748,0.1632,0.9316,0.0038,Grid_100
Group_12,G_300,Centroid,5,10.8045,0.1306,0.9776,0.0027,Grid_300
Group_12,G_300,Centroid,10,10.7909,0.1774,0.9622,0.0035,Grid_300
Group_12,G_300,Centroid,15,10.7871,0.185,0.9479,0.0043,Grid_300
Group_12,G_300,Centroid,20,10.794,0.2206,0.9342,0.0042,Grid_300
Group_12,G_300,Centroid,25,10.8367,0.2074,0.922,0.0047,Grid_300
Group_12,G_300,Centroid,30,10.8768,0.2189,0.9088,0.0047,Grid_300
Group_12,G_300,Centroid,35,10.8926,0.233,0.8967,0.0063,Grid_300
Group_12,G_300,Centroid,40,10.9423,0.1798,0.8835,0.0057,Grid_300
Group_12,G_300,Centroid,45,10.9703,0.2001,0.871,0.007,Grid_300
Group_12,G_300,Centroid,50,10.9556,0.2041,0.8585,0.0065,Grid_300
Group_12,G_300,Deletion,5,10.8864,0.1676,0.9604,0.004,Grid_300
Group_12,G_300,Deletion,10,10.8113,0.2365,0.9419,0.0049,Grid_300
Group_12,G_300,Deletion,15,10.8237,0.2438,0.9277,0.0065,Grid_300
Group_12,G_300,Deletion,20,10.8896,0.3677,0.9128,0.007,Grid_300
Group_12,G_300,Deletion,25,10.87,0.3286,0.8969,0.0093,Grid_300
Group_12,G_300,Deletion,30,10.7592,0.4025,0.8817,0.0097,Grid_300
Group_12,G_300,Deletion,35,10.8021,0.3854,0.8696,0.0111,Grid_300
Group_12,G_300,Deletion,40,10.7047,0.4468,0.8518,0.0136,Grid_300
Group_12,G_300,Deletion,45,10.5651,0.4165,0.8327,0.013,Grid_300
Group_12,G_300,Deletion,50,10.5953,0.4143,0.8192,0.0169,Grid_300
Group_12,G_300,Random,5,10.7704,0.1408,0.9718,0.0035,Grid_300
Group_12,G_300,Random,10,10.7701,0.201,0.9539,0.0045,Grid_300
Group_12,G_300,Random,15,10.733,0.2218,0.938,0.0049,Grid_300
Group_12,G_300,Random,20,10.7078,0.2248,0.9237,0.0052,Grid_300
Group_12,G_300,Random,25,10.6825,0.2356,0.9102,0.006,Grid_300
Group_12,G_300,Random,30,10.6717,0.2628,0.8966,0.0074,Grid_300
Group_12,G_300,Random,35,10.6308,0.2425,0.885,0.0086,Grid_300
Group_12,G_300,Random,40,10.5736,0.3024,0.8717,0.0087,Grid_300
Group_12,G_300,Random,45,10.5046,0.2865,0.8563,0.0086,Grid_300
Group_12,G_300,Random,50,10.4257,0.3029,0.8457,0.0101,Grid_300
Group_12,G_500,Centroid,5,10.7474,0.1669,0.9612,0.004,Grid_500
Group_12,G_500,Centroid,10,10.7117,0.1712,0.93,0.0065,Grid_500
Group_12,G_500,Centroid,15,10.6895,0.2047,0.9008,0.0062,Grid_500
Group_12,G_500,Centroid,20,10.5858,0.2355,0.8721,0.0082,Grid_500
Group_12,G_500,Centroid,25,10.5592,0.2463,0.842,0.0093,Grid_500
Group_12,G_500,Centroid,30,10.4504,0.2531,0.8114,0.0091,Grid_500
Group_12,G_500,Centroid,35,10.3204,0.2663,0.7816,0.0108,Grid_500
Group_12,G_500,Centroid,40,10.2513,0.3189,0.7507,0.0089,Grid_500
Group_12,G_500,Centroid,45,10.1734,0.2769,0.719,0.0101,Grid_500
Group_12,G_500,Centroid,50,10.0363,0.2382,0.6889,0.0095,Grid_500
Group_12,G_500,Deletion,5,10.8864,0.1676,0.9604,0.004,Grid_500
Group_12,G_500,Deletion,10,10.8113,0.2365,0.9419,0.0049,Grid_500
Group_12,G_500,Deletion,15,10.8237,0.2438,0.9277,0.0065,Grid_500
Group_12,G_500,Deletion,20,10.8896,0.3677,0.9128,0.007,Grid_500
Group_12,G_500,Deletion,25,10.87,0.3286,0.8969,0.0093,Grid_500
Group_12,G_500,Deletion,30,10.7592,0.4025,0.8817,0.0097,Grid_500
Group_12,G_500,Deletion,35,10.8021,0.3854,0.8696,0.0111,Grid_500
Group_12,G_500,Deletion,40,10.7047,0.4468,0.8518,0.0136,Grid_500
Group_12,G_500,Deletion,45,10.5651,0.4165,0.8327,0.013,Grid_500
Group_12,G_500,Deletion,50,10.5953,0.4143,0.8192,0.0169,Grid_500
Group_12,G_500,Random,5,10.8198,0.1743,0.9619,0.0043,Grid_500
Group_12,G_500,Random,10,10.7347,0.2191,0.9347,0.0071,Grid_500
Group_12,G_500,Random,15,10.728,0.2602,0.9106,0.0079,Grid_500
Group_12,G_500,Random,20,10.6089,0.2929,0.8901,0.0088,Grid_500
Group_12,G_500,Random,25,10.4378,0.2614,0.8694,0.0084,Grid_500
Group_12,G_500,Random,30,10.2643,0.336,0.8478,0.0095,Grid_500
Group_12,G_500,Random,35,10.0969,0.3565,0.8272,0.0102,Grid_500
Group_12,G_500,Random,40,9.9496,0.3604,0.8072,0.011,Grid_500
Group_12,G_500,Random,45,9.7823,0.3196,0.7875,0.0143,Grid_500
Group_12,G_500,Random,50,9.6085,0.3495,0.7687,0.0144,Grid_500
Group_12,N_hood,Centroid,5,10.7081,0.1732,0.942,0.0058,Neighborhood
Group_12,N_hood,Centroid,10,10.5092,0.2896,0.8724,0.0088,Neighborhood
Group_12,N_hood,Centroid,15,10.2824,0.2355,0.788,0.0104,Neighborhood
Group_12,N_hood,Centroid,20,10.0435,0.3023,0.6988,0.0109,Neighborhood
Group_12,N_hood,Centroid,25,9.8636,0.3457,0.612,0.0135,Neighborhood
Group_12,N_hood,Centroid,30,9.6377,0.4398,0.5266,0.0125,Neighborhood
Group_12,N_hood,Centroid,35,9.2137,0.437,0.4432,0.0158,Neighborhood
Group_12,N_hood,Centroid,40,8.5953,0.4184,0.3663,0.0124,Neighborhood
Group_12,N_hood,Centroid,45,7.832,0.4876,0.2922,0.0159,Neighborhood
Group_12,N_hood,Centroid,50,6.9342,0.6345,0.2372,0.0164,Neighborhood
Group_12,N_hood,Deletion,5,10.8864,0.1676,0.9604,0.004,Neighborhood
Group_12,N_hood,Deletion,10,10.8113,0.2365,0.9419,0.0049,Neighborhood
Group_12,N_hood,Deletion,15,10.8237,0.2438,0.9277,0.0065,Neighborhood
Group_12,N_hood,Deletion,20,10.8896,0.3677,0.9128,0.007,Neighborhood
Group_12,N_hood,Deletion,25,10.87,0.3286,0.8969,0.0093,Neighborhood
Group_12,N_hood,Deletion,30,10.7592,0.4025,0.8817,0.0097,Neighborhood
Group_12,N_hood,Deletion,35,10.8021,0.3854,0.8696,0.0111,Neighborhood
Group_12,N_hood,Deletion,40,10.7047,0.4468,0.8518,0.0136,Neighborhood
Group_12,N_hood,Deletion,45,10.5651,0.4165,0.8327,0.013,Neighborhood
Group_12,N_hood,Deletion,50,10.5953,0.4143,0.8192,0.0169,Neighborhood
Group_12,N_hood,Random,5,10.7778,0.1804,0.9553,0.0054,Neighborhood
Group_12,N_hood,Random,10,10.7485,0.2823,0.9266,0.0065,Neighborhood
Group_12,N_hood,Random,15,10.6687,0.2764,0.9037,0.0087,Neighborhood
Group_12,N_hood,Random,20,10.5752,0.3278,0.8815,0.0096,Neighborhood
Group_12,N_hood,Random,25,10.4256,0.3478,0.8549,0.0128,Neighborhood
Group_12,N_hood,Random,30,10.1462,0.3669,0.8299,0.0129,Neighborhood
Group_12,N_hood,Random,35,9.8972,0.4268,0.8013,0.0164,Neighborhood
Group_12,N_hood,Random,40,9.6645,0.4069,0.7697,0.0154,Neighborhood
Group_12,N_hood,Random,45,9.2303,0.4595,0.7383,0.0191,Neighborhood
Group_12,N_hood,Random,50,9.0041,0.3957,0.709,0.0203,Neighborhood
Group_12,Street,Centroid,5,10.8795,0.1687,0.9575,0.0048,Street
Group_12,Street,Centroid,10,10.812,0.2658,0.922,0.0074,Street
Group_12,Street,Centroid,15,10.7006,0.2516,0.8848,0.0103,Street
Group_12,Street,Centroid,20,10.4699,0.2934,0.8457,0.0121,Street
Group_12,Street,Centroid,25,10.3811,0.2849,0.8043,0.0135,Street
Group_12,Street,Centroid,30,10.1462,0.345,0.7637,0.0131,Street
Group_12,Street,Centroid,35,10.0057,0.3561,0.7209,0.0152,Street
Group_12,Street,Centroid,40,9.8199,0.3608,0.68,0.0146,Street
Group_12,Street,Centroid,45,9.6076,0.3953,0.6372,0.0148,Street
Group_12,Street,Centroid,50,9.435,0.3675,0.5967,0.0164,Street
Group_12,Street,Deletion,5,10.8864,0.1676,0.9604,0.004,Street
Group_12,Street,Deletion,10,10.8113,0.2365,0.9419,0.0049,Street
Group_12,Street,Deletion,15,10.8237,0.2438,0.9277,0.0065,Street
Group_12,Street,Deletion,20,10.8896,0.3677,0.9128,0.007,Street
Group_12,Street,Deletion,25,10.87,0.3286,0.8969,0.0093,Street
Group_12,Street,Deletion,30,10.7592,0.4025,0.8817,0.0097,Street
Group_12,Street,Deletion,35,10.8021,0.3854,0.8696,0.0111,Street
Group_12,Street,Deletion,40,10.7047,0.4468,0.8518,0.0136,Street
Group_12,Street,Deletion,45,10.5651,0.4165,0.8327,0.013,Street
Group_12,Street,Deletion,50,10.5953,0.4143,0.8192,0.0169,Street
Group_12,Street,Random,5,10.8487,0.1937,0.9611,0.0046,Street
Group_12,Street,Random,10,10.8428,0.2301,0.9368,0.0059,Street
Group_12,Street,Random,15,10.7686,0.2563,0.9156,0.0075,Street
Group_12,Street,Random,20,10.6524,0.3222,0.8965,0.0091,Street
Group_12,Street,Random,25,10.5896,0.3185,0.8766,0.0103,Street
Group_12,Street,Random,30,10.3483,0.3269,0.8554,0.0116,Street
Group_12,Street,Random,35,10.4035,0.379,0.8376,0.0116,Street
Group_12,Street,Random,40,10.2153,0.3761,0.8145,0.0124,Street
Group_12,Street,Random,45,9.9838,0.3907,0.7894,0.0142,Street
Group_12,Street,Random,50,9.9333,0.3838,0.7727,0.0168,Street
Group_12,Tract,Centroid,5,10.7704,0.1799,0.9573,0.0045,Tract
Group_12,Tract,Centroid,10,10.6647,0.2414,0.9188,0.0071,Tract
Group_12,Tract,Centroid,15,10.6115,0.2639,0.8764,0.0109,Tract
Group_12,Tract,Centroid,20,10.3979,0.3112,0.8278,0.0117,Tract
Group_12,Tract,Centroid,25,10.0623,0.2982,0.7753,0.0139,Tract
Group_12,Tract,Centroid,30,9.687,0.3481,0.7224,0.0126,Tract
Group_12,Tract,Centroid,35,9.3733,0.3472,0.6672,0.0174,Tract
