Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,,Scale2
Group_9,G_500,Centroid,10,10.6259,0.103,0.9333,0.0036,,Grid_500
Group_9,G_500,Centroid,15,10.5067,0.1015,0.9047,0.0044,,Grid_500
Group_9,G_500,Centroid,20,10.4389,0.0848,0.8753,0.0052,,Grid_500
Group_9,G_500,Centroid,25,10.3546,0.1146,0.8443,0.0048,,Grid_500
Group_9,G_500,Centroid,30,10.2375,0.1069,0.8127,0.007,,Grid_500
Group_9,G_500,Centroid,35,10.186,0.0946,0.7797,0.0068,,Grid_500
Group_9,G_500,Centroid,40,10.0729,0.1381,0.7477,0.0067,,Grid_500
Group_9,G_500,Centroid,45,9.9396,0.1459,0.7148,0.0069,,Grid_500
Group_9,G_500,Centroid,50,9.8192,0.1655,0.6839,0.007,,Grid_500
Group_9,G_500,Deletion,5,10.8691,0.0877,0.9715,0.0024,,Grid_500
Group_9,G_500,Deletion,10,10.8366,0.1134,0.9598,0.0038,,Grid_500
Group_9,G_500,Deletion,15,10.8263,0.1346,0.9503,0.0045,,Grid_500
Group_9,G_500,Deletion,20,10.8389,0.1726,0.9408,0.0048,,Grid_500
Group_9,G_500,Deletion,25,10.835,0.1625,0.9323,0.0058,,Grid_500
Group_9,G_500,Deletion,30,10.7782,0.1851,0.9238,0.0061,,Grid_500
Group_9,G_500,Deletion,35,10.777,0.204,0.9138,0.0072,,Grid_500
Group_9,G_500,Deletion,40,10.753,0.2159,0.9037,0.0085,,Grid_500
Group_9,G_500,Deletion,45,10.7221,0.2535,0.8934,0.0088,,Grid_500
Group_9,G_500,Deletion,50,10.671,0.2489,0.8827,0.0108,,Grid_500
Group_9,G_500,Random,5,10.7738,0.0969,0.9697,0.0031,,Grid_500
Group_9,G_500,Random,10,10.6562,0.0972,0.9512,0.0036,,Grid_500
Group_9,G_500,Random,15,10.5139,0.1235,0.9324,0.0053,,Grid_500
Group_9,G_500,Random,20,10.4116,0.1286,0.9152,0.0056,,Grid_500
Group_9,G_500,Random,25,10.2781,0.154,0.898,0.0065,,Grid_500
Group_9,G_500,Random,30,10.0829,0.1647,0.8807,0.007,,Grid_500
Group_9,G_500,Random,35,9.963,0.1671,0.8629,0.0078,,Grid_500
Group_9,G_500,Random,40,9.8425,0.1804,0.8463,0.0073,,Grid_500
Group_9,G_500,Random,45,9.6977,0.1654,0.8284,0.0088,,Grid_500
Group_9,G_500,Random,50,9.5537,0.1715,0.8094,0.0091,,Grid_500
Group_9,N_hood,Centroid,5,10.6635,0.1113,0.9359,0.0045,,Neighborhood
Group_9,N_hood,Centroid,10,10.3864,0.1269,0.8552,0.006,,Neighborhood
Group_9,N_hood,Centroid,15,10.2353,0.1561,0.7673,0.007,,Neighborhood
Group_9,N_hood,Centroid,20,10.1581,0.2069,0.6722,0.0082,,Neighborhood
Group_9,N_hood,Centroid,25,9.9626,0.2235,0.5756,0.0077,,Neighborhood
Group_9,N_hood,Centroid,30,9.6815,0.2249,0.484,0.0089,,Neighborhood
Group_9,N_hood,Centroid,35,9.3349,0.3009,0.4009,0.0085,,Neighborhood
Group_9,N_hood,Centroid,40,8.4801,0.3833,0.3248,0.0102,,Neighborhood
Group_9,N_hood,Centroid,45,7.311,0.5975,0.261,0.0088,,Neighborhood
Group_9,N_hood,Centroid,50,5.9868,0.4743,0.2079,0.0085,,Neighborhood
Group_9,N_hood,Deletion,5,10.8693,0.0876,0.9715,0.0024,,Neighborhood
Group_9,N_hood,Deletion,10,10.8368,0.1135,0.9598,0.0038,,Neighborhood
Group_9,N_hood,Deletion,15,10.8271,0.1344,0.9503,0.0046,,Neighborhood
Group_9,N_hood,Deletion,20,10.8392,0.1727,0.9408,0.0048,,Neighborhood
Group_9,N_hood,Deletion,25,10.8356,0.1626,0.9323,0.0058,,Neighborhood
Group_9,N_hood,Deletion,30,10.7782,0.1844,0.9238,0.0061,,Neighborhood
Group_9,N_hood,Deletion,35,10.7778,0.2041,0.9138,0.0072,,Neighborhood
Group_9,N_hood,Deletion,40,10.7527,0.2147,0.9037,0.0085,,Neighborhood
Group_9,N_hood,Deletion,45,10.7225,0.2533,0.8934,0.0088,,Neighborhood
Group_9,N_hood,Deletion,50,10.6717,0.2491,0.8827,0.0108,,Neighborhood
Group_9,N_hood,Random,5,10.7927,0.1007,0.9663,0.0028,,Neighborhood
Group_9,N_hood,Random,10,10.7103,0.1272,0.9486,0.0044,,Neighborhood
Group_9,N_hood,Random,15,10.64,0.1383,0.9341,0.0056,,Neighborhood
Group_9,N_hood,Random,20,10.5691,0.1542,0.917,0.0069,,Neighborhood
Group_9,N_hood,Random,25,10.4334,0.1695,0.8975,0.0069,,Neighborhood
Group_9,N_hood,Random,30,10.2504,0.1868,0.8779,0.0074,,Neighborhood
Group_9,N_hood,Random,35,10.1146,0.2099,0.8553,0.0101,,Neighborhood
Group_9,N_hood,Random,40,9.8842,0.2595,0.8278,0.0118,,Neighborhood
Group_9,N_hood,Random,45,9.5987,0.2522,0.799,0.0112,,Neighborhood
Group_9,N_hood,Random,50,9.2843,0.2567,0.764,0.0137,,Neighborhood
Group_9,Street,Centroid,5,10.8197,0.0743,0.9632,0.0039,,Street
Group_9,Street,Centroid,10,10.7088,0.0963,0.9302,0.0051,,Street
Group_9,Street,Centroid,15,10.588,0.107,0.8944,0.0068,,Street
Group_9,Street,Centroid,20,10.501,0.1036,0.8567,0.007,,Street
Group_9,Street,Centroid,25,10.3685,0.1321,0.8194,0.0074,,Street
Group_9,Street,Centroid,30,10.3271,0.1329,0.782,0.0076,,Street
Group_9,Street,Centroid,35,10.2908,0.1626,0.7428,0.0092,,Street
Group_9,Street,Centroid,40,10.2778,0.1646,0.7036,0.0092,,Street
Group_9,Street,Centroid,45,10.2632,0.2168,0.6647,0.0095,,Street
Group_9,Street,Centroid,50,10.1673,0.2381,0.6226,0.011,,Street
Group_9,Street,Deletion,5,10.8693,0.0876,0.9715,0.0024,,Street
Group_9,Street,Deletion,10,10.8368,0.1135,0.9598,0.0038,,Street
Group_9,Street,Deletion,15,10.8271,0.1344,0.9503,0.0046,,Street
Group_9,Street,Deletion,20,10.8392,0.1727,0.9408,0.0048,,Street
Group_9,Street,Deletion,25,10.8356,0.1626,0.9323,0.0058,,Street
Group_9,Street,Deletion,30,10.7782,0.1844,0.9238,0.0061,,Street
Group_9,Street,Deletion,35,10.7778,0.2041,0.9138,0.0072,,Street
Group_9,Street,Deletion,40,10.7527,0.2147,0.9037,0.0085,,Street
Group_9,Street,Deletion,45,10.7225,0.2533,0.8934,0.0088,,Street
Group_9,Street,Deletion,50,10.6717,0.2491,0.8827,0.0108,,Street
Group_9,Street,Random,5,10.8019,0.1009,0.9692,0.0035,,Street
Group_9,Street,Random,10,10.694,0.1141,0.9526,0.0037,,Street
Group_9,Street,Random,15,10.6317,0.1469,0.9393,0.0047,,Street
Group_9,Street,Random,20,10.5775,0.1696,0.9254,0.005,,Street
Group_9,Street,Random,25,10.5084,0.1545,0.9104,0.0069,,Street
Group_9,Street,Random,30,10.3934,0.1736,0.8961,0.0069,,Street
Group_9,Street,Random,35,10.2684,0.2086,0.8788,0.0082,,Street
Group_9,Street,Random,40,10.1668,0.1911,0.8619,0.0091,,Street
Group_9,Street,Random,45,10.0461,0.2029,0.8441,0.0098,,Street
Group_9,Street,Random,50,9.9437,0.1917,0.8245,0.0091,,Street
Group_9,Tract,Centroid,5,10.8954,0.0831,0.9623,0.0033,,Tract
Group_9,Tract,Centroid,10,10.8217,0.1193,0.9267,0.0054,,Tract
Group_9,Tract,Centroid,15,10.6293,0.1645,0.8813,0.0078,,Tract
Group_9,Tract,Centroid,20,10.3986,0.1465,0.8316,0.0075,,Tract
Group_9,Tract,Centroid,25,10.1192,0.1706,0.7753,0.0089,,Tract
Group_9,Tract,Centroid,30,9.7033,0.1953,0.7095,0.0097,,Tract
Group_9,Tract,Centroid,35,9.3596,0.1968,0.6487,0.011,,Tract
Group_9,Tract,Centroid,40,8.9103,0.2353,0.5824,0.0106,,Tract
Group_9,Tract,Centroid,45,8.5177,0.2579,0.5245,0.0101,,Tract
Group_9,Tract,Centroid,50,7.9865,0.2693,0.4703,0.0089,,Tract
Group_9,Tract,Deletion,5,10.8671,0.0874,0.9715,0.0024,,Tract
Group_9,Tract,Deletion,10,10.8358,0.1119,0.9598,0.0038,,Tract
Group_9,Tract,Deletion,15,10.8245,0.135,0.9503,0.0045,,Tract
Group_9,Tract,Deletion,20,10.8368,0.1725,0.9408,0.0048,,Tract
Group_9,Tract,Deletion,25,10.8334,0.163,0.9323,0.0058,,Tract
Group_9,Tract,Deletion,30,10.7765,0.1846,0.9238,0.0061,,Tract
Group_9,Tract,Deletion,35,10.7749,0.204,0.9138,0.0071,,Tract
Group_9,Tract,Deletion,40,10.7511,0.2166,0.9038,0.0085,,Tract
Group_9,Tract,Deletion,45,10.7205,0.2539,0.8935,0.0088,,Tract
Group_9,Tract,Deletion,50,10.6705,0.2499,0.8827,0.0107,,Tract
Group_9,Tract,Random,5,10.8447,0.0915,0.9662,0.0028,,Tract
Group_9,Tract,Random,10,10.7718,0.1041,0.947,0.004,,Tract
Group_9,Tract,Random,15,10.6756,0.1407,0.9284,0.006,,Tract
Group_9,Tract,Random,20,10.5698,0.1608,0.9089,0.0051,,Tract
Group_9,Tract,Random,25,10.5171,0.1441,0.8905,0.0066,,Tract
Group_9,Tract,Random,30,10.3414,0.1873,0.8685,0.0079,,Tract
Group_9,Tract,Random,35,10.2057,0.1943,0.8455,0.009,,Tract
Group_9,Tract,Random,40,10.0466,0.2139,0.8214,0.0098,,Tract
Group_9,Tract,Random,45,9.8835,0.2177,0.7951,0.0097,,Tract
Group_9,Tract,Random,50,9.666,0.2197,0.7674,0.0105,,Tract
