Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,,Scale2
Group_10,Tract,Centroid,40,9.5578,0.2432,0.5954,0.0089,,Tract
Group_10,Tract,Centroid,45,9.0709,0.2179,0.5335,0.0091,,Tract
Group_10,Tract,Centroid,50,8.5292,0.2403,0.4784,0.0093,,Tract
Group_10,Tract,Deletion,5,11.3681,0.0914,0.9753,0.003,,Tract
Group_10,Tract,Deletion,10,11.4016,0.1346,0.9634,0.0032,,Tract
Group_10,Tract,Deletion,15,11.3901,0.1578,0.9535,0.0042,,Tract
Group_10,Tract,Deletion,20,11.3797,0.1469,0.9452,0.0054,,Tract
Group_10,Tract,Deletion,25,11.4039,0.1999,0.9365,0.0058,,Tract
Group_10,Tract,Deletion,30,11.3747,0.2042,0.9286,0.0066,,Tract
Group_10,Tract,Deletion,35,11.3641,0.2297,0.9194,0.0078,,Tract
Group_10,Tract,Deletion,40,11.3283,0.2463,0.9097,0.0085,,Tract
Group_10,Tract,Deletion,45,11.2865,0.2628,0.9008,0.0093,,Tract
Group_10,Tract,Deletion,50,11.3135,0.2809,0.888,0.0107,,Tract
Group_10,Tract,Random,5,11.3471,0.0895,0.9685,0.0031,,Tract
Group_10,Tract,Random,10,11.3322,0.1214,0.9493,0.0045,,Tract
Group_10,Tract,Random,15,11.2471,0.1351,0.9294,0.0058,,Tract
Group_10,Tract,Random,20,11.1732,0.147,0.9093,0.0069,,Tract
Group_10,Tract,Random,25,11.054,0.1815,0.8875,0.0076,,Tract
Group_10,Tract,Random,30,10.8818,0.1912,0.866,0.0078,,Tract
Group_10,Tract,Random,35,10.7008,0.1987,0.8405,0.0098,,Tract
Group_10,Tract,Random,40,10.5271,0.2279,0.8162,0.0088,,Tract
Group_10,Tract,Random,45,10.3282,0.2099,0.787,0.0095,,Tract
Group_10,Tract,Random,50,10.1352,0.245,0.7591,0.0107,,Tract
Group_11,G_100,Centroid,5,10.9859,0.0359,0.9916,0.0013,,Grid_100
Group_11,G_100,Centroid,10,10.9712,0.0391,0.985,0.0013,,Grid_100
Group_11,G_100,Centroid,15,10.9639,0.0458,0.9789,0.0014,,Grid_100
Group_11,G_100,Centroid,20,10.9511,0.0442,0.973,0.0017,,Grid_100
Group_11,G_100,Centroid,25,10.9458,0.0427,0.9673,0.0018,,Grid_100
Group_11,G_100,Centroid,30,10.9342,0.0466,0.9618,0.0018,,Grid_100
Group_11,G_100,Centroid,35,10.9175,0.0445,0.9557,0.0021,,Grid_100
Group_11,G_100,Centroid,40,10.9126,0.0507,0.95,0.002,,Grid_100
Group_11,G_100,Centroid,45,10.8989,0.0568,0.9439,0.0021,,Grid_100
Group_11,G_100,Centroid,50,10.9051,0.0577,0.9373,0.0019,,Grid_100
Group_11,G_100,Deletion,5,10.996,0.1164,0.9713,0.0028,,Grid_100
Group_11,G_100,Deletion,10,10.9649,0.1154,0.9583,0.0041,,Grid_100
Group_11,G_100,Deletion,15,10.9712,0.1533,0.9479,0.0044,,Grid_100
Group_11,G_100,Deletion,20,10.9623,0.1428,0.9382,0.0055,,Grid_100
Group_11,G_100,Deletion,25,10.9731,0.1817,0.9292,0.006,,Grid_100
Group_11,G_100,Deletion,30,10.991,0.1721,0.9195,0.0067,,Grid_100
Group_11,G_100,Deletion,35,10.9679,0.1961,0.911,0.0087,,Grid_100
Group_11,G_100,Deletion,40,10.9314,0.2266,0.901,0.0094,,Grid_100
Group_11,G_100,Deletion,45,10.9308,0.2327,0.8914,0.0098,,Grid_100
Group_11,G_100,Deletion,50,10.9898,0.2757,0.8806,0.0109,,Grid_100
Group_11,G_100,Random,5,10.9974,0.0403,0.9896,0.0014,,Grid_100
Group_11,G_100,Random,10,10.97,0.0506,0.9824,0.0019,,Grid_100
Group_11,G_100,Random,15,10.956,0.0581,0.976,0.002,,Grid_100
Group_11,G_100,Random,20,10.9271,0.0627,0.9702,0.002,,Grid_100
Group_11,G_100,Random,25,10.9142,0.0665,0.9641,0.0025,,Grid_100
Group_11,G_100,Random,30,10.8952,0.0616,0.9584,0.0026,,Grid_100
Group_11,G_100,Random,35,10.8773,0.0678,0.9526,0.0023,,Grid_100
Group_11,G_100,Random,40,10.8673,0.0791,0.947,0.003,,Grid_100
Group_11,G_100,Random,45,10.8551,0.0715,0.9413,0.0026,,Grid_100
Group_11,G_100,Random,50,10.8385,0.0815,0.9355,0.0028,,Grid_100
Group_11,G_300,Centroid,5,10.9271,0.0782,0.9794,0.0023,,Grid_300
Group_11,G_300,Centroid,10,10.8899,0.0986,0.9662,0.0028,,Grid_300
Group_11,G_300,Centroid,15,10.8535,0.1036,0.9539,0.0031,,Grid_300
Group_11,G_300,Centroid,20,10.8128,0.1105,0.941,0.0032,,Grid_300
Group_11,G_300,Centroid,25,10.78,0.1157,0.9294,0.0037,,Grid_300
Group_11,G_300,Centroid,30,10.7391,0.1311,0.9173,0.0036,,Grid_300
Group_11,G_300,Centroid,35,10.7355,0.1142,0.9059,0.0045,,Grid_300
Group_11,G_300,Centroid,40,10.7213,0.1325,0.8927,0.0038,,Grid_300
Group_11,G_300,Centroid,45,10.708,0.1233,0.8811,0.0043,,Grid_300
Group_11,G_300,Centroid,50,10.6793,0.1138,0.8687,0.0041,,Grid_300
Group_11,G_300,Deletion,5,10.996,0.1164,0.9713,0.0028,,Grid_300
Group_11,G_300,Deletion,10,10.9649,0.1154,0.9583,0.0041,,Grid_300
Group_11,G_300,Deletion,15,10.9712,0.1533,0.9479,0.0044,,Grid_300
Group_11,G_300,Deletion,20,10.9623,0.1428,0.9382,0.0055,,Grid_300
Group_11,G_300,Deletion,25,10.9731,0.1817,0.9292,0.006,,Grid_300
Group_11,G_300,Deletion,30,10.991,0.1721,0.9195,0.0067,,Grid_300
Group_11,G_300,Deletion,35,10.9679,0.1961,0.911,0.0087,,Grid_300
Group_11,G_300,Deletion,40,10.9314,0.2266,0.901,0.0094,,Grid_300
Group_11,G_300,Deletion,45,10.9308,0.2327,0.8914,0.0098,,Grid_300
Group_11,G_300,Deletion,50,10.9898,0.2757,0.8806,0.0109,,Grid_300
Group_11,G_300,Random,5,10.8982,0.0892,0.9753,0.0026,,Grid_300
Group_11,G_300,Random,10,10.8277,0.1111,0.9622,0.0034,,Grid_300
Group_11,G_300,Random,15,10.7565,0.1114,0.9502,0.0038,,Grid_300
Group_11,G_300,Random,20,10.6687,0.1277,0.9388,0.004,,Grid_300
Group_11,G_300,Random,25,10.5874,0.1068,0.9277,0.0043,,Grid_300
Group_11,G_300,Random,30,10.5056,0.1318,0.9163,0.0046,,Grid_300
Group_11,G_300,Random,35,10.4318,0.1348,0.905,0.006,,Grid_300
Group_11,G_300,Random,40,10.3336,0.144,0.8932,0.0057,,Grid_300
Group_11,G_300,Random,45,10.2664,0.1427,0.882,0.0059,,Grid_300
Group_11,G_300,Random,50,10.23,0.1333,0.8712,0.0058,,Grid_300
Group_11,G_500,Centroid,5,10.7394,0.0967,0.9609,0.0032,,Grid_500
Group_11,G_500,Centroid,10,10.5862,0.1093,0.9298,0.0039,,Grid_500
Group_11,G_500,Centroid,15,10.4606,0.1119,0.9003,0.0046,,Grid_500
Group_11,G_500,Centroid,20,10.294,0.1249,0.8695,0.0056,,Grid_500
Group_11,G_500,Centroid,25,10.2078,0.1142,0.8376,0.0065,,Grid_500
Group_11,G_500,Centroid,30,10.0779,0.1459,0.8056,0.0059,,Grid_500
Group_11,G_500,Centroid,35,9.8913,0.1588,0.7733,0.0068,,Grid_500
Group_11,G_500,Centroid,40,9.7391,0.1719,0.741,0.0066,,Grid_500
Group_11,G_500,Centroid,45,9.4654,0.2039,0.7085,0.0064,,Grid_500
Group_11,G_500,Centroid,50,9.2389,0.2622,0.6752,0.006,,Grid_500
Group_11,G_500,Deletion,5,10.996,0.1164,0.9713,0.0028,,Grid_500
Group_11,G_500,Deletion,10,10.9649,0.1154,0.9583,0.0041,,Grid_500
Group_11,G_500,Deletion,15,10.9712,0.1533,0.9479,0.0044,,Grid_500
Group_11,G_500,Deletion,20,10.9623,0.1428,0.9382,0.0055,,Grid_500
Group_11,G_500,Deletion,25,10.9731,0.1817,0.9292,0.006,,Grid_500
Group_11,G_500,Deletion,30,10.991,0.1721,0.9195,0.0067,,Grid_500
Group_11,G_500,Deletion,35,10.9679,0.1961,0.911,0.0087,,Grid_500
Group_11,G_500,Deletion,40,10.9314,0.2266,0.901,0.0094,,Grid_500
Group_11,G_500,Deletion,45,10.9308,0.2327,0.8914,0.0098,,Grid_500
Group_11,G_500,Deletion,50,10.9898,0.2757,0.8806,0.0109,,Grid_500
Group_11,G_500,Random,5,10.8429,0.1097,0.967,0.003,,Grid_500
Group_11,G_500,Random,10,10.7019,0.1292,0.9463,0.0045,,Grid_500
Group_11,G_500,Random,15,10.5069,0.1441,0.9266,0.0049,,Grid_500
Group_11,G_500,Random,20,10.3456,0.142,0.9084,0.0058,,Grid_500
Group_11,G_500,Random,25,10.2222,0.1504,0.891,0.0069,,Grid_500
Group_11,G_500,Random,30,10.0885,0.1553,0.874,0.0078,,Grid_500
Group_11,G_500,Random,35,9.9224,0.1679,0.855,0.0087,,Grid_500
Group_11,G_500,Random,40,9.7858,0.1568,0.8375,0.0093,,Grid_500
Group_11,G_500,Random,45,9.5988,0.1875,0.8187,0.0093,,Grid_500
Group_11,G_500,Random,50,9.42,0.1794,0.8009,0.0095,,Grid_500
Group_11,N_hood,Centroid,5,10.9596,0.1387,0.9324,0.0051,,Neighborhood
Group_11,N_hood,Centroid,10,10.6823,0.145,0.8474,0.006,,Neighborhood
Group_11,N_hood,Centroid,15,10.5654,0.1528,0.7524,0.0068,,Neighborhood
Group_11,N_hood,Centroid,20,10.48,0.1864,0.6575,0.0069,,Neighborhood
Group_11,N_hood,Centroid,25,10.321,0.2419,0.5629,0.0081,,Neighborhood
Group_11,N_hood,Centroid,30,9.95,0.312,0.4747,0.0082,,Neighborhood
Group_11,N_hood,Centroid,35,9.2777,0.3082,0.3861,0.009,,Neighborhood
Group_11,N_hood,Centroid,40,8.6054,0.3659,0.2994,0.0107,,Neighborhood
Group_11,N_hood,Centroid,45,7.7103,0.4554,0.228,0.0104,,Neighborhood
Group_11,N_hood,Centroid,50,6.6077,0.4361,0.1763,0.009,,Neighborhood
Group_11,N_hood,Deletion,5,10.9968,0.1164,0.9713,0.0028,,Neighborhood
Group_11,N_hood,Deletion,10,10.9654,0.1152,0.9583,0.0041,,Neighborhood
Group_11,N_hood,Deletion,15,10.9722,0.153,0.9479,0.0044,,Neighborhood
Group_11,N_hood,Deletion,20,10.963,0.1429,0.9383,0.0055,,Neighborhood
Group_11,N_hood,Deletion,25,10.9723,0.1807,0.9292,0.006,,Neighborhood
Group_11,N_hood,Deletion,30,10.9916,0.1718,0.9195,0.0068,,Neighborhood
Group_11,N_hood,Deletion,35,10.9688,0.1964,0.911,0.0087,,Neighborhood
Group_11,N_hood,Deletion,40,10.9321,0.2261,0.901,0.0094,,Neighborhood
Group_11,N_hood,Deletion,45,10.9316,0.2326,0.8914,0.0099,,Neighborhood
Group_11,N_hood,Deletion,50,10.9908,0.2762,0.8806,0.0109,,Neighborhood
Group_11,N_hood,Random,5,10.927,0.1185,0.9648,0.0031,,Neighborhood
Group_11,N_hood,Random,10,10.8326,0.1208,0.9459,0.0048,,Neighborhood
Group_11,N_hood,Random,15,10.7664,0.16,0.9296,0.005,,Neighborhood
Group_11,N_hood,Random,20,10.6732,0.1629,0.9095,0.0074,,Neighborhood
Group_11,N_hood,Random,25,10.5863,0.2026,0.8917,0.0071,,Neighborhood
Group_11,N_hood,Random,30,10.4282,0.1804,0.8693,0.0094,,Neighborhood
Group_11,N_hood,Random,35,10.2328,0.2117,0.8475,0.0104,,Neighborhood
Group_11,N_hood,Random,40,9.9993,0.2221,0.8197,0.0117,,Neighborhood
Group_11,N_hood,Random,45,9.7578,0.2221,0.7915,0.0116,,Neighborhood
Group_11,N_hood,Random,50,9.4062,0.2905,0.7551,0.0135,,Neighborhood
Group_11,Street,Centroid,5,10.7552,0.1174,0.9563,0.0037,,Street
Group_11,Street,Centroid,10,10.5518,0.1381,0.92,0.0055,,Street
Group_11,Street,Centroid,15,10.3018,0.1345,0.8824,0.0068,,Street
Group_11,Street,Centroid,20,10.1551,0.1357,0.844,0.0069,,Street
Group_11,Street,Centroid,25,10.0495,0.1535,0.8057,0.0092,,Street
Group_11,Street,Centroid,30,9.936,0.1379,0.7654,0.0082,,Street
Group_11,Street,Centroid,35,9.885,0.1464,0.7256,0.0094,,Street
Group_11,Street,Centroid,40,9.8621,0.185,0.6854,0.01,,Street
Group_11,Street,Centroid,45,9.7447,0.2115,0.6447,0.0112,,Street
Group_11,Street,Centroid,50,9.6241,0.2981,0.6023,0.0104,,Street
Group_11,Street,Deletion,5,10.9968,0.1164,0.9713,0.0028,,Street
Group_11,Street,Deletion,10,10.9654,0.1152,0.9583,0.0041,,Street
Group_11,Street,Deletion,15,10.9722,0.153,0.9479,0.0044,,Street
Group_11,Street,Deletion,20,10.963,0.1429,0.9383,0.0055,,Street
Group_11,Street,Deletion,25,10.9723,0.1807,0.9292,0.006,,Street
Group_11,Street,Deletion,30,10.9916,0.1718,0.9195,0.0068,,Street
Group_11,Street,Deletion,35,10.9688,0.1964,0.911,0.0087,,Street
Group_11,Street,Deletion,40,10.9321,0.2261,0.901,0.0094,,Street
Group_11,Street,Deletion,45,10.9316,0.2326,0.8914,0.0099,,Street
Group_11,Street,Deletion,50,10.9908,0.2762,0.8806,0.0109,,Street
Group_11,Street,Random,5,10.8822,0.1044,0.9662,0.0029,,Street
Group_11,Street,Random,10,10.7862,0.1208,0.9495,0.0045,,Street
Group_11,Street,Random,15,10.7004,0.1614,0.9321,0.0061,,Street
Group_11,Street,Random,20,10.5815,0.1391,0.9165,0.0072,,Street
Group_11,Street,Random,25,10.4856,0.1551,0.9004,0.0071,,Street
Group_11,Street,Random,30,10.3932,0.1687,0.8848,0.0083,,Street
Group_11,Street,Random,35,10.2544,0.1841,0.8667,0.0091,,Street
Group_11,Street,Random,40,10.1329,0.1993,0.8493,0.0105,,Street
Group_11,Street,Random,45,9.9804,0.189,0.8299,0.0107,,Street
Group_11,Street,Random,50,9.8746,0.1785,0.812,0.0104,,Street
Group_11,Tract,Centroid,5,10.957,0.1266,0.9598,0.0035,,Tract
Group_11,Tract,Centroid,10,10.9962,0.1559,0.9244,0.0049,,Tract
Group_11,Tract,Centroid,15,10.9348,0.1459,0.8823,0.0066,,Tract
Group_11,Tract,Centroid,20,10.8461,0.1413,0.8332,0.008,,Tract
Group_11,Tract,Centroid,25,10.6274,0.1742,0.7759,0.0094,,Tract
Group_11,Tract,Centroid,30,10.3174,0.1795,0.7172,0.0096,,Tract
Group_11,Tract,Centroid,35,9.8692,0.2382,0.657,0.0099,,Tract
Group_11,Tract,Centroid,40,9.4328,0.2546,0.6013,0.0093,,Tract
Group_11,Tract,Centroid,45,8.7694,0.3017,0.5462,0.0105,,Tract
Group_11,Tract,Centroid,50,8.1512,0.2804,0.4917,0.0089,,Tract
Group_11,Tract,Deletion,5,10.9965,0.1165,0.9713,0.0028,,Tract
Group_11,Tract,Deletion,10,10.9639,0.1157,0.9583,0.0041,,Tract
Group_11,Tract,Deletion,15,10.9724,0.1538,0.9479,0.0044,,Tract
Group_11,Tract,Deletion,20,10.9621,0.1425,0.9382,0.0055,,Tract
Group_11,Tract,Deletion,25,10.973,0.1814,0.9292,0.006,,Tract
Group_11,Tract,Deletion,30,10.9901,0.1724,0.9195,0.0068,,Tract
Group_11,Tract,Deletion,35,10.9667,0.1963,0.911,0.0087,,Tract
Group_11,Tract,Deletion,40,10.931,0.2267,0.901,0.0094,,Tract
Group_11,Tract,Deletion,45,10.9302,0.2328,0.8914,0.0098,,Tract
Group_11,Tract,Deletion,50,10.9888,0.2756,0.8806,0.0109,,Tract
Group_11,Tract,Random,5,10.8747,0.1207,0.9645,0.0032,,Tract
Group_11,Tract,Random,10,10.7919,0.1306,0.9437,0.0047,,Tract
Group_11,Tract,Random,15,10.6876,0.1403,0.922,0.0049,,Tract
Group_11,Tract,Random,20,10.5522,0.172,0.9007,0.0066,,Tract
Group_11,Tract,Random,25,10.4376,0.1558,0.8797,0.007,,Tract
Group_11,Tract,Random,30,10.3076,0.1841,0.857,0.0073,,Tract
Group_11,Tract,Random,35,10.1646,0.1883,0.8332,0.0095,,Tract
Group_11,Tract,Random,40,10.0501,0.1643,0.8125,0.0089,,Tract
Group_11,Tract,Random,45,9.9399,0.205,0.7881,0.0083,,Tract
Group_11,Tract,Random,50,9.8277,0.2615,0.7622,0.0096,,Tract
Group_12,G_100,Centroid,5,11.0468,0.0389,0.9924,0.0011,,Grid_100
Group_12,G_100,Centroid,10,11.0205,0.0423,0.9866,0.0011,,Grid_100
Group_12,G_100,Centroid,15,10.9916,0.0546,0.981,0.0016,,Grid_100
Group_12,G_100,Centroid,20,10.9734,0.0647,0.9747,0.0018,,Grid_100
Group_12,G_100,Centroid,25,10.9399,0.0682,0.9689,0.0021,,Grid_100
Group_12,G_100,Centroid,30,10.9295,0.0739,0.9629,0.002,,Grid_100
Group_12,G_100,Centroid,35,10.9046,0.0637,0.9575,0.002,,Grid_100
Group_12,G_100,Centroid,40,10.8942,0.0708,0.9525,0.0021,,Grid_100
Group_12,G_100,Centroid,45,10.8849,0.0595,0.9471,0.0017,,Grid_100
Group_12,G_100,Centroid,50,10.8371,0.0764,0.9419,0.0021,,Grid_100
Group_12,G_100,Deletion,5,11.1988,0.1674,0.9715,0.0027,,Grid_100
Group_12,G_100,Deletion,10,11.1824,0.1903,0.9584,0.0049,,Grid_100
Group_12,G_100,Deletion,15,11.158,0.1964,0.947,0.0046,,Grid_100
Group_12,G_100,Deletion,20,11.1373,0.1969,0.9355,0.0057,,Grid_100
Group_12,G_100,Deletion,25,11.1371,0.2285,0.9277,0.0064,,Grid_100
Group_12,G_100,Deletion,30,11.1603,0.2261,0.9181,0.007,,Grid_100
Group_12,G_100,Deletion,35,11.1461,0.228,0.9078,0.0078,,Grid_100
Group_12,G_100,Deletion,40,11.0986,0.2534,0.8964,0.0097,,Grid_100
Group_12,G_100,Deletion,45,11.0845,0.2812,0.8869,0.01,,Grid_100
Group_12,G_100,Deletion,50,11.0816,0.2687,0.876,0.0097,,Grid_100
Group_12,G_100,Random,5,11.0295,0.0535,0.9907,0.0012,,Grid_100
Group_12,G_100,Random,10,11.0072,0.0652,0.9838,0.0016,,Grid_100
Group_12,G_100,Random,15,10.9847,0.0725,0.9777,0.0019,,Grid_100
Group_12,G_100,Random,20,10.9633,0.0867,0.971,0.0021,,Grid_100
Group_12,G_100,Random,25,10.9201,0.0854,0.9652,0.0024,,Grid_100
Group_12,G_100,Random,30,10.8962,0.0966,0.9598,0.0022,,Grid_100
Group_12,G_100,Random,35,10.8555,0.0924,0.9542,0.0025,,Grid_100
Group_12,G_100,Random,40,10.847,0.0957,0.9491,0.0025,,Grid_100
Group_12,G_100,Random,45,10.8336,0.114,0.9436,0.0025,,Grid_100
Group_12,G_100,Random,50,10.803,0.0971,0.9383,0.003,,Grid_100
Group_12,G_300,Centroid,5,11.0124,0.0862,0.9786,0.0022,,Grid_300
Group_12,G_300,Centroid,10,11.0035,0.1028,0.9634,0.0026,,Grid_300
Group_12,G_300,Centroid,15,10.9493,0.1105,0.9501,0.0032,,Grid_300
Group_12,G_300,Centroid,20,10.952,0.1341,0.9368,0.0033,,Grid_300
Group_12,G_300,Centroid,25,10.9421,0.1081,0.9227,0.0037,,Grid_300
Group_12,G_300,Centroid,30,10.9184,0.1101,0.9111,0.0043,,Grid_300
Group_12,G_300,Centroid,35,10.9471,0.1239,0.8988,0.0044,,Grid_300
Group_12,G_300,Centroid,40,10.9341,0.1308,0.8861,0.0052,,Grid_300
Group_12,G_300,Centroid,45,10.9351,0.1286,0.8714,0.005,,Grid_300
Group_12,G_300,Centroid,50,10.8775,0.1372,0.8585,0.0052,,Grid_300
Group_12,G_300,Deletion,5,11.1988,0.1674,0.9715,0.0027,,Grid_300
Group_12,G_300,Deletion,10,11.1824,0.1903,0.9584,0.0049,,Grid_300
Group_12,G_300,Deletion,15,11.158,0.1964,0.947,0.0046,,Grid_300
Group_12,G_300,Deletion,20,11.1373,0.1969,0.9355,0.0057,,Grid_300
Group_12,G_300,Deletion,25,11.1371,0.2285,0.9277,0.0064,,Grid_300
Group_12,G_300,Deletion,30,11.1603,0.2261,0.9181,0.007,,Grid_300
Group_12,G_300,Deletion,35,11.1461,0.228,0.9078,0.0078,,Grid_300
Group_12,G_300,Deletion,40,11.0986,0.2534,0.8964,0.0097,,Grid_300
Group_12,G_300,Deletion,45,11.0845,0.2812,0.8869,0.01,,Grid_300
Group_12,G_300,Deletion,50,11.0816,0.2687,0.876,0.0097,,Grid_300
Group_12,G_300,Random,5,11.0127,0.0954,0.9749,0.0026,,Grid_300
Group_12,G_300,Random,10,10.9224,0.1412,0.9581,0.0039,,Grid_300
Group_12,G_300,Random,15,10.8307,0.1606,0.9454,0.0038,,Grid_300
Group_12,G_300,Random,20,10.7887,0.1518,0.9321,0.0047,,Grid_300
Group_12,G_300,Random,25,10.6814,0.146,0.9189,0.0044,,Grid_300
Group_12,G_300,Random,30,10.5988,0.1544,0.9061,0.0056,,Grid_300
Group_12,G_300,Random,35,10.5666,0.1506,0.8942,0.0051,,Grid_300
Group_12,G_300,Random,40,10.4712,0.178,0.882,0.0063,,Grid_300
Group_12,G_300,Random,45,10.4252,0.1768,0.8684,0.0072,,Grid_300
Group_12,G_300,Random,50,10.3107,0.1673,0.8559,0.0067,,Grid_300
Group_12,G_500,Centroid,5,10.7936,0.0877,0.9594,0.0036,,Grid_500
Group_12,G_500,Centroid,10,10.4868,0.1143,0.9247,0.004,,Grid_500
Group_12,G_500,Centroid,15,10.2057,0.1173,0.8932,0.0041,,Grid_500
Group_12,G_500,Centroid,20,9.9858,0.1194,0.8607,0.0053,,Grid_500
Group_12,G_500,Centroid,25,9.7656,0.1112,0.8278,0.0056,,Grid_500
Group_12,G_500,Centroid,30,9.6037,0.125,0.7941,0.0063,,Grid_500
Group_12,G_500,Centroid,35,9.4323,0.1164,0.7636,0.0062,,Grid_500
Group_12,G_500,Centroid,40,9.3102,0.1048,0.7331,0.0078,,Grid_500
Group_12,G_500,Centroid,45,9.2077,0.1098,0.7025,0.0064,,Grid_500
Group_12,G_500,Centroid,50,9.1209,0.1228,0.6713,0.007,,Grid_500
Group_12,G_500,Deletion,5,11.1988,0.1674,0.9715,0.0027,,Grid_500
Group_12,G_500,Deletion,10,11.1824,0.1903,0.9584,0.0049,,Grid_500
Group_12,G_500,Deletion,15,11.158,0.1964,0.947,0.0046,,Grid_500
Group_12,G_500,Deletion,20,11.1373,0.1969,0.9355,0.0057,,Grid_500
Group_12,G_500,Deletion,25,11.1371,0.2285,0.9277,0.0064,,Grid_500
Group_12,G_500,Deletion,30,11.1603,0.2261,0.9181,0.007,,Grid_500
Group_12,G_500,Deletion,35,11.1461,0.228,0.9078,0.0078,,Grid_500
Group_12,G_500,Deletion,40,11.0986,0.2534,0.8964,0.0097,,Grid_500
Group_12,G_500,Deletion,45,11.0845,0.2812,0.8869,0.01,,Grid_500
Group_12,G_500,Deletion,50,11.0816,0.2687,0.876,0.0097,,Grid_500
Group_12,G_500,Random,5,10.9117,0.1096,0.9652,0.0036,,Grid_500
Group_12,G_500,Random,10,10.7285,0.1436,0.9439,0.0049,,Grid_500
Group_12,G_500,Random,15,10.5313,0.1611,0.9236,0.0055,,Grid_500
Group_12,G_500,Random,20,10.326,0.1851,0.9027,0.0059,,Grid_500
Group_12,G_500,Random,25,10.1102,0.1452,0.8835,0.0062,,Grid_500
Group_12,G_500,Random,30,9.9647,0.161,0.8646,0.0081,,Grid_500
Group_12,G_500,Random,35,9.7638,0.1808,0.8447,0.0072,,Grid_500
Group_12,G_500,Random,40,9.5858,0.1677,0.8248,0.0085,,Grid_500
Group_12,G_500,Random,45,9.432,0.1835,0.8057,0.0092,,Grid_500
Group_12,G_500,Random,50,9.213,0.1772,0.7841,0.0095,,Grid_500
Group_12,N_hood,Centroid,5,10.943,0.1168,0.9282,0.0052,,Neighborhood
Group_12,N_hood,Centroid,10,10.671,0.1521,0.8394,0.0083,,Neighborhood
Group_12,N_hood,Centroid,15,10.5239,0.1489,0.7398,0.0075,,Neighborhood
Group_12,N_hood,Centroid,20,10.424,0.1586,0.6412,0.0076,,Neighborhood
Group_12,N_hood,Centroid,25,10.414,0.206,0.5446,0.0078,,Neighborhood
Group_12,N_hood,Centroid,30,10.2663,0.2561,0.4522,0.0094,,Neighborhood
Group_12,N_hood,Centroid,35,10.0024,0.291,0.3597,0.0106,,Neighborhood
Group_12,N_hood,Centroid,40,9.3336,0.3495,0.274,0.0106,,Neighborhood
Group_12,N_hood,Centroid,45,8.5033,0.4418,0.2085,0.0098,,Neighborhood
Group_12,N_hood,Centroid,50,7.2833,0.5454,0.1583,0.0082,,Neighborhood
Group_12,N_hood,Deletion,5,11.1993,0.1676,0.9715,0.0027,,Neighborhood
Group_12,N_hood,Deletion,10,11.1824,0.1911,0.9585,0.0049,,Neighborhood
Group_12,N_hood,Deletion,15,11.1576,0.1962,0.947,0.0046,,Neighborhood
Group_12,N_hood,Deletion,20,11.1384,0.1965,0.9355,0.0057,,Neighborhood
Group_12,N_hood,Deletion,25,11.1386,0.2286,0.9277,0.0064,,Neighborhood
Group_12,N_hood,Deletion,30,11.1615,0.2257,0.9181,0.007,,Neighborhood
Group_12,N_hood,Deletion,35,11.1463,0.2282,0.9078,0.0078,,Neighborhood
Group_12,N_hood,Deletion,40,11.0998,0.2532,0.8965,0.0097,,Neighborhood
Group_12,N_hood,Deletion,45,11.0862,0.281,0.887,0.01,,Neighborhood
Group_12,N_hood,Deletion,50,11.0826,0.2688,0.876,0.0097,,Neighborhood
Group_12,N_hood,Random,5,10.9921,0.1426,0.9628,0.0037,,Neighborhood
Group_12,N_hood,Random,10,10.8895,0.2015,0.9423,0.0052,,Neighborhood
Group_12,N_hood,Random,15,10.7015,0.2128,0.9227,0.0061,,Neighborhood
Group_12,N_hood,Random,20,10.5972,0.1923,0.9029,0.0078,,Neighborhood
Group_12,N_hood,Random,25,10.4049,0.1946,0.8823,0.009,,Neighborhood
Group_12,N_hood,Random,30,10.253,0.2027,0.8598,0.0104,,Neighborhood
Group_12,N_hood,Random,35,10.0104,0.2308,0.8344,0.0112,,Neighborhood
Group_12,N_hood,Random,40,9.8284,0.2463,0.8085,0.0131,,Neighborhood
Group_12,N_hood,Random,45,9.4935,0.2556,0.7764,0.0135,,Neighborhood
Group_12,N_hood,Random,50,9.18,0.2297,0.7414,0.015,,Neighborhood
Group_12,Street,Centroid,5,10.7984,0.0874,0.9599,0.0038,,Street
Group_12,Street,Centroid,10,10.5125,0.1425,0.9237,0.0055,,Street
Group_12,Street,Centroid,15,10.2343,0.1389,0.8867,0.0062,,Street
Group_12,Street,Centroid,20,10.0855,0.1363,0.8502,0.0077,,Street
Group_12,Street,Centroid,25,9.9264,0.1539,0.8092,0.0087,,Street
Group_12,Street,Centroid,30,9.8424,0.1392,0.7719,0.01,,Street
Group_12,Street,Centroid,35,9.7639,0.1427,0.7332,0.0104,,Street
Group_12,Street,Centroid,40,9.6705,0.1343,0.6953,0.0113,,Street
Group_12,Street,Centroid,45,9.6401,0.1733,0.6561,0.0091,,Street
Group_12,Street,Centroid,50,9.5561,0.2096,0.6165,0.0114,,Street
Group_12,Street,Deletion,5,11.1993,0.1676,0.9715,0.0027,,Street
Group_12,Street,Deletion,10,11.1824,0.1911,0.9585,0.0049,,Street
Group_12,Street,Deletion,15,11.1576,0.1962,0.947,0.0046,,Street
